1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
44,CAR / CAR,אוטו/ מכונית,SINGLE,https://vimeo.com/396895125,media44.mp4,7.000,6.833,6.366,2,אגרוף,Fist.jpg,לא רלוונטי,N/A,אגרוף,Fist.jpg,לא,TIMRP,סגורות,לא רלוונטי,משתנה,ללא מגע,כן,אותו,לא,אחורה,שתי ידיים פונות לצדדים מנוגדים,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לסירוגין,כן (דו כיווני),לא,לא,לא,לא
45,BUS,אוטובוס,SINGLE,https://vimeo.com/497653305,media45.mp4,6.789,5.889,2.341,2,מעוגלת,C.jpg,לא רלוונטי,N/A,מעוגלת,C.jpg,לא,TIMRP,מעוקמות ,צמודות כמו בסימון B,מנוגד,ללא מגע,כן,אותו,לא,שתי ידיים פונות לצדדים מנוגדים,למעלה,כן,בתחילת הסימן,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,על קו האמצע,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,אמצע > קצוות,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
46,MOTORCYCLE,אופנוע,SINGLE,https://vimeo.com/497653340,media46.mp4,6.737,6.722,6.000,2,אגרוף,Fist.jpg,לא רלוונטי,N/A,אגרוף,Fist.jpg,לא,TIMRP,סגורות,לא רלוונטי,משתנה,ללא מגע,כן,אותו,לא,"דינמי, משתנה","דינמי, משתנה",לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,לא,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא,לא רלוונטי,כן,הנהון,מרובות,כן,סִימוּלטָנִי,לא (חד כיווני),לא,לא,לא,לא
47,BICYCLE,אופניים,SINGLE,https://vimeo.com/396895656,media47.mp4,6.895,6.833,4.756,2,אגרוף,Fist.jpg,לא רלוונטי,N/A,אגרוף,Fist.jpg,לא,TIMRP,סגורות,לא רלוונטי,משתנה,ללא מגע,כן,אותו,לא,למטה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,מעגל,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,עם כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לסירוגין,לא (חד כיווני),לא,לא,לא,לא
48,SHIP,אניה ,SINGLE,https://vimeo.com/497653201,media48.mp4,5.368,6.389,3.463,2,צמודה,5-thumb.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,כן,אותו,מְחוּבָּר,שתי ידיים פונות לצדדים מנוגדים,קדימה,כן (מגע סימטרי ביד2 במרחב נייטרלי),מחובר,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,על קו האמצע,כן,ישר,קשת,חתך אמצעי (פנימה/החוצה),חתך אמצעי (פנימה/החוצה),קרוב>מרוחק,קרוב>מרוחק,לא,לא רלוונטי,כן,סיבוב (כמו ״כן״),מרובות,לא בטוח,סִימוּלטָנִי,לא (חד כיווני),כן,לא,לא,לא
49,AMBULANCE,אמבולנס,SINGLE,https://vimeo.com/497653261,media49.mp4,6.263,5.944,4.390,1,O,O.jpg,להעתיק,Spray.jpg,לא רלוונטי,N/A,לא,TIMRP,מעוקמות ,צמודות כמו בסימון B,מנוגד,סגור,לא רלוונטי,לא רלוונטי,לא רלוונטי,"דינמי, משתנה",למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - גבוה,לא רלוונטי,באותו הצד,לא,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,כן,פתיחה,כן,סיבוב (כמו ״כן״),מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
50,JEEP,ג'יפ,SINGLE,https://vimeo.com/497653103,media50.mp4,5.842,4.611,1.512,1,להעתיק,Spray.jpg,טורפת,Claw.jpg,לא רלוונטי,N/A,לא,TIMRP,זווית,פרוסות כמו בסימון 4,מנוגד,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למעלה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,כן,כיפוף (קצות אצבעות),לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
51,HELICOPTER,הליקופטר,SINGLE,https://vimeo.com/497653146,media51.mp4,4.368,6.111,5.220,1,אצבע,Index-1.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,לצד הנגדי,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - גבוה,לא רלוונטי,באותו הצד,כן,מעגל,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
52,TRACTOR,טרקטור,SINGLE,https://vimeo.com/396900834,media52.m4v,4.632,5.556,2.805,2,טורפת,Claw.jpg,לא רלוונטי,N/A,טורפת,Claw.jpg,לא,TIMRP,מעוקמות ,פרוסות כמו בסימון 4,מנוגד,ללא מגע,כן,אותו,לא,"דינמי, משתנה","דינמי, משתנה",לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,לא בטוח,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נמוך>גבוה,לא רלוונטי,לא,לא רלוונטי,כן,לא בטוח,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
53,PLANE,מטוס,SINGLE,https://vimeo.com/497653013,media53.mp4,6.684,6.722,4.780,1,צהוב,Y.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TP,מוארכות,לא רלוונטי,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למטה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,על קו האמצע,כן,לא בטוח,לא רלוונטי,אלכסוני,לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
54,TRUCK (1),משאית (1),SINGLE,https://vimeo.com/396900897,media54.m4v,6.263,5.667,1.927,2,צמודה,5-thumb.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,כן,אותו,לא,שתי ידיים פונות לצדדים מנוגדים,"דינמי, משתנה",לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,קשת,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,נגד כיוון השעון,נמוך>גבוה,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
55,BABY STROLLER,עגלה (לתינוק),SINGLE,https://vimeo.com/497653058,media55.mp4,6.211,6.111,5.537,2,אגרוף,Fist.jpg,לא רלוונטי,N/A,אגרוף,Fist.jpg,לא,TIMRP,סגורות,לא רלוונטי,משתנה,ללא מגע,כן,אותו,לא,למטה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
56,TRAIN,רכבת,SINGLE,https://vimeo.com/497652918,media56.mp4,6.895,6.500,3.683,2,מספריים,V.jpg,לא רלוונטי,N/A,פשוקה,5-Open.jpg,לא,IM,מוארכות,פרוסות כמו בסימון 4,חוצה,ללא מגע,לא,שונה,לא,שתי ידיים פונות לצדדים מנוגדים,קדימה,קירוב בלבד,מתמשך,יד 2,פנים כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,מעגל,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,עם כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
57,DOLL,בובה,SINGLE,https://vimeo.com/497652961,media57.mp4,6.263,6.056,4.073,2,מפה/שטיח,Bent-thumb-closed.jpg,לא רלוונטי,N/A,זָוִית,Bent.jpg,לא,TIMRP,זווית,צמודות כמו בסימון B,מנוגד,אצבע מצעית,לא,אותו,שתי וערב,אחורה,שתי ידיים פונות לצדדים מנוגדים,כן,מחובר,מפרק כף היד,פרק כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),לא,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא,לא רלוונטי,כן,סיבוב (כמו ״כן״), לא בטוח (תנועת רעד) ,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,כן
59,BALLOON,בלון,SINGLE,https://vimeo.com/497652836,media59.mp4,6.368,6.611,6.171,2,O,O.jpg,פשוקה,5-Open.jpg,O,O.jpg,לא,TIMRP,מעוקמות ,צמודות כמו בסימון B,מנוגד,סגור,כן,אותו,לא,שתי ידיים פונות לצדדים מנוגדים,למעלה,קירוב בלבד,בתחילת הסימן,שני מיקומים,פה,שטח נייטרלי,סימטריה עם שימוש בשתי הידיים,כן,קשת,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,עם כיוון השעון,צד נגדי>צד דומיננטי,כן,פתיחה,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
60,DOUGH / PLASTICINE,בצק/ פלסטלינה,SINGLE,https://vimeo.com/497652873,media60.mp4,5.368,6.333,5.293,2,פשוקה,5-Open.jpg,אגרוף,Fist.jpg,פשוקה,5-Open.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,כן,אותו,לא,למטה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,לא,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,כן,סגירה,לא,לא רלוונטי,מרובות,כן,סִימוּלטָנִי,לא (חד כיווני),לא,לא,לא,לא
62,GLUE,דבק,SINGLE,https://vimeo.com/497652761,media62.mp4,5.263,6.111,4.659,1,רופא,Open-F.jpg,פרפר מצביע,F-flat.jpg,לא רלוונטי,N/A,לא,TI,מעוקמות ,לא רלוונטי,מנוגד,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,קדימה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,לא,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,כן,סגירה,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
65,BALL,כדור,SINGLE,https://vimeo.com/497652801,media65.mp4,6.789,6.722,5.878,2,פשוקה,5-Open.jpg,לא רלוונטי,N/A,פשוקה,5-Open.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,כן,אותו,לא,"דינמי, משתנה",קדימה,כן (מגע סימטרי ביד2 במרחב נייטרלי),בהתחלה ובסוף,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,קשת,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,עם כיוון השעון,גבוה>נמוך,לא,לא רלוונטי,כן,סיבוב (כמו ״כן״),אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
66,CLOWN,ליצן,SINGLE,https://vimeo.com/497652655,media66.mp4,5.947,5.500,2.829,2,פשוקה,5-Open.jpg,לא רלוונטי,N/A,פשוקה,5-Open.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,כן,אותו,לא,קדימה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לסירוגין,כן (דו כיווני),לא,לא,לא,לא
67,TOWER,מגדל,SINGLE,https://vimeo.com/496235228,media67.m4v,5.579,5.889,4.098,2,אמה,Bent-L.jpg,לא רלוונטי,N/A,פיקוח,Bent-L.jpg,לא,TI,מאונקלות (כמו וו),לא רלוונטי,כלפי חוץ,ללא מגע,כן,אותו,לא,שתי ידיים פונות לצדדים מנוגדים,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נמוך>גבוה,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
68,GAME,משחק,SINGLE,https://vimeo.com/496235250,media68.m4v,6.737,4.556,1.780,2,רגע,Flat-O.jpg,לא רלוונטי,N/A,רגע,Flat-O.jpg,לא,TIMRP,זווית,צמודות כמו בסימון B,מנוגד,סגור,כן,אותו,לא,למעלה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לסירוגין,כן (דו כיווני),לא,לא,לא,לא
69,GIFTS (2),מתנה (2),SINGLE,https://vimeo.com/496235260,media69.m4v,6.737,4.611,1.927,2,צהוב,Y.jpg,לא רלוונטי,N/A,צהוב,Y.jpg,לא,TP,מוארכות,לא רלוונטי,כלפי חוץ,ללא מגע,כן,אותו,לא,למטה,שתי ידיים פונות לצדדים מנוגדים,לא בטוח,בתחילת הסימן,שני מיקומים,טורסו עליון,שטח נייטרלי,לא בטוח,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
70,DREIDEL,סביבון,SINGLE,https://vimeo.com/496235277,media70.m4v,5.316,6.222,5.488,1,O,O.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,מעוקמות ,צמודות כמו בסימון B,מנוגד,סגור,לא רלוונטי,לא רלוונטי,לא רלוונטי,למטה,לצד הנגדי,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,לא,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,כן,חיכוך,לא,לא רלוונטי, לא בטוח (תנועת רעד) ,כן,לא רלוונטי,כן (דו כיווני),לא,לא,לא,כן
71,STORY,סיפור,SINGLE,https://vimeo.com/398543484,media71.m4v,6.842,5.000,2.659,2,פשוקה,5-Open.jpg,לא רלוונטי,N/A,פשוקה,5-Open.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,כן,אותו,לא,אחורה,למעלה,לא בטוח,בתחילת הסימן,רֹאשׁ,מתחת פנים/ראש,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,קשת,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,עם כיוון השעון,קרוב>מרוחק,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,סִימוּלטָנִי,לא (חד כיווני),לא,לא,לא,לא
